board,boardSlug,qualification,qualificationSlug,subject,subjectSlug,specCode,specStatus,specApplicability,officialSource1,officialSource2,verificationDate,summaryStatus,topicMapStatus,assessmentStatus,assessmentRecordCount,assessmentCompleteness,assessmentModel,assessmentComponentCount,assessmentSourceUrl,assessmentVerifiedOn,assessmentLifecycleStatus,studyGuideCount,revisionNoteCount,pastPaperCount,practiceQuestionCount,examPrepCount,subjectGuideCount,learningArticleCount,quizCount,flashcardCount,videoCount,diagnosticCount,totalResourceCount,namedAuthor,namedReviewer,lastReview,teachingStatus,enrolmentStatus,indexable,totalQualifyingWordCount,tier,priorityScore,evidence,risks,nextAction
Pearson Edexcel,edexcel,A Level,a-level,Urdu Language,urdu-language,9UR0,verified,2018-ongoing,https://qualifications.pearson.com/content/dam/pdf/A%20Level/Urdu/2018/specification-and-sample-assessments/a-level-urdu-specification11.pdf,NO_DATA,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2254,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
Pearson Edexcel,edexcel,IGCSE,igcse,Biology,biology,4BI1,verified,2017-ongoing,https://qualifications.pearson.com/en/qualifications/edexcel-international-gcses-and-edexcel-certificates/biology-2017.html,https://qualifications.pearson.com/content/dam/pdf/International%20GCSE/Biology/2017/specification-and-sample-assessments/international-gcse-biology-2017-specification1.pdf,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,1967,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
Pearson Edexcel,edexcel,IGCSE,igcse,Chemistry,chemistry,4CH1,verified,2017-ongoing,https://qualifications.pearson.com/content/dam/pdf/International%20GCSE/Chemistry/2017/specification-and-sample-assessments/international-gcse-chemistry-2017-specification.pdf,NO_DATA,2026-08-21,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2520,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
Pearson Edexcel,edexcel,IGCSE,igcse,Economics,economics,4EC1,verified,2017-ongoing,https://qualifications.pearson.com/en/qualifications/edexcel-international-gcses-and-edexcel-certificates/economics-2017.html,https://qualifications.pearson.com/content/dam/pdf/International%20GCSE/Economics/2017/Specification%20and%20SAMS/international-gcse-spec-9781446942789.pdf,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,1991,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
Pearson Edexcel,edexcel,IGCSE,igcse,English Language,english-language,4EA1,verified,2016-ongoing,https://qualifications.pearson.com/en/qualifications/edexcel-international-gcses-and-edexcel-certificates/international-gcse-english-language-a-2016.html,https://qualifications.pearson.com/content/dam/pdf/International%20GCSE/English%20Language%20A/2016/Specification%20and%20sample%20assessments/9781446954379-int-gcse-englang-a-iss6-02-02-2023.pdf,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,1877,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
Pearson Edexcel,edexcel,IGCSE,igcse,World History,world-history,4HI1,verified,2017-ongoing,https://qualifications.pearson.com/content/dam/pdf/International%20GCSE/History/2017/specification-and-sample-assessments/int-gcse-history-specification.pdf,NO_DATA,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2033,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
Pearson Edexcel,edexcel,IGCSE,igcse,Mathematics,mathematics,4MA1,verified,2016-ongoing,https://qualifications.pearson.com/en/qualifications/edexcel-international-gcses/mathematics-a-2016.html,https://qualifications.pearson.com/content/dam/pdf/International%20GCSE/Mathematics%20A/2016/Specification%20and%20sample%20assessments/international-gcse-in-mathematics-spec-a.pdf,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,1641,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
Pearson Edexcel,edexcel,IGCSE,igcse,Physics,physics,4PH1,verified,2017-2027,https://qualifications.pearson.com/en/qualifications/edexcel-international-gcses/international-gcse-physics-2017.html,https://qualifications.pearson.com/content/dam/pdf/International%20GCSE/Physics/2017/specification-and-sample-assessments/international-gcse-physics-2017-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,8,6,0,6,0,0,0,0,0,0,0,20,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,15758,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,GCSE,gcse,Biology,biology,8461,verified,2016-ongoing,https://www.aqa.org.uk/subjects/biology/gcse/biology-8461,https://www.aqa.org.uk/subjects/biology/gcse/biology-8461/specification/specification-at-a-glance,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2414,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
AQA,aqa,GCSE,gcse,Business,business,8132,verified,2017-ongoing,https://www.aqa.org.uk/subjects/business/gcse/business-8132,https://www.aqa.org.uk/subjects/business/gcse/business-8132/specification/subject-content,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2011,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
AQA,aqa,GCSE,gcse,Chemistry,chemistry,8462,verified,2016-ongoing,https://www.aqa.org.uk/subjects/science/gcse/chemistry-8462/specification/specification-at-a-glance,NO_DATA,2026-08-21,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2234,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
AQA,aqa,GCSE,gcse,Economics,economics,8136,verified,2017-ongoing,https://www.aqa.org.uk/subjects/economics/gcse/economics-8136,https://www.aqa.org.uk/subjects/economics/gcse/economics-8136/specification/subject-content,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2536,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
AQA,aqa,GCSE,gcse,English Language,english-language,8700,verified,2015-ongoing,https://www.aqa.org.uk/subjects/english/gcse/english-8700/specification,https://www.aqa.org.uk/subjects/english/gcse/english-8700/specification/specification-at-a-glance,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,0,1,0,1,0,1,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-26,teaching,enquire,true,1541,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
AQA,aqa,GCSE,gcse,World History,world-history,8145,verified,2016-ongoing,https://www.aqa.org.uk/subjects/history/gcse/history-8145/specification,https://www.aqa.org.uk/subjects/history/gcse/history-8145/specification/subject-content,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,0,1,0,1,0,1,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-26,teaching,enquire,true,1310,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
AQA,aqa,GCSE,gcse,Mathematics,mathematics,8300,verified,2015-ongoing,https://www.aqa.org.uk/subjects/mathematics/gcse/mathematics-8300/specification,https://www.aqa.org.uk/subjects/mathematics/gcse/mathematics-8300/specification/subject-content,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,1996,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
AQA,aqa,GCSE,gcse,Physics,physics,8463,verified,2016-ongoing,https://www.aqa.org.uk/subjects/physics/gcse/physics-8463/specification,https://www.aqa.org.uk/subjects/physics/gcse/physics-8463/specification/subject-content,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,3,1,0,1,0,0,0,0,0,0,0,5,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,4092,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
AQA,aqa,GCSE,gcse,Psychology,psychology,8182,verified,2017-ongoing,https://www.aqa.org.uk/subjects/psychology/gcse/psychology-8182/specification,NO_DATA,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2522,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
AQA,aqa,GCSE,gcse,Sociology,sociology,8192,unverified,2017-ongoing,NO_DATA,https://www.aqa.org.uk/subjects/sociology/gcse/sociology-8192/specification/subject-content,2026-08-19,being-verified,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2471,NO_DATA,NO_DATA,board,no-official-source;evidence-is-blanket-authorization-not-subject-specific-confirmation,Source and verify the official specification/summary.
AQA,aqa,A Level,a-level,Accounting,accounting,7127,verified,2017-ongoing,https://www.aqa.org.uk/subjects/accounting/a-level/accounting-7127,https://www.aqa.org.uk/subjects/accounting/a-level/accounting-7127/specification/subject-content,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2453,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,A Level,a-level,Biology,biology,7402,verified,2015-ongoing,https://www.aqa.org.uk/subjects/biology/a-level/biology-7402,https://www.aqa.org.uk/subjects/biology/as-level/biology-7401/specification/subject-content,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2532,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,A Level,a-level,Business,business,7132,verified,2023-2027,https://www.aqa.org.uk/subjects/business/a-level/business-7132,https://www.aqa.org.uk/subjects/business/a-level/business-7132/specification/subject-content,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,1,0,0,0,0,0,4,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-25,teaching,enquire,true,2936,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,A Level,a-level,Chemistry,chemistry,7405,verified,2015-ongoing,https://www.aqa.org.uk/subjects/chemistry/a-level/chemistry-7405/specification/specification-at-a-glance,NO_DATA,2026-08-21,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2214,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,A Level,a-level,Computer Science,computer-science,7517,verified,2015-ongoing,https://www.aqa.org.uk/subjects/computer-science/a-level/computer-science-7517,https://www.aqa.org.uk/subjects/computer-science/a-level/computer-science-7517/specification/subject-content,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2676,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,A Level,a-level,Economics,economics,7136,verified,2015-ongoing,https://www.aqa.org.uk/subjects/economics/a-level/economics-7136,https://www.aqa.org.uk/subjects/economics/a-level/economics-7136/specification/subject-content,2026-08-25,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2721,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,A Level,a-level,English Language,english-language,7702,verified,2015-ongoing,https://www.aqa.org.uk/subjects/english/a-level/english-7702/specification,https://www.aqa.org.uk/subjects/english/a-level/english-7702/specification/specification-at-a-glance,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2387,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,A Level,a-level,Law,law,7162,verified,2017-ongoing,https://www.aqa.org.uk/subjects/law/a-level/law-7162/specification,https://www.aqa.org.uk/subjects/law/a-level/law-7162/specification/specification-at-a-glance,2026-08-21,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,3042,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,A Level,a-level,Mathematics,mathematics,7357,verified,2017-ongoing,https://www.aqa.org.uk/subjects/mathematics/a-level/mathematics-7357/specification,https://www.aqa.org.uk/subjects/mathematics/a-level/mathematics-7357/specification/subject-content,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2397,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,A Level,a-level,Physics,physics,7408,verified,2015-ongoing,https://www.aqa.org.uk/subjects/physics/a-level/physics-7408/specification,https://www.aqa.org.uk/subjects/physics/a-level/physics-7408/specification/subject-content,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,3,1,0,1,0,0,0,0,0,0,0,5,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-25,teaching,enquire,true,3797,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,A Level,a-level,Psychology,psychology,7182,verified,2015-ongoing,https://www.aqa.org.uk/subjects/psychology/a-level/psychology-7182/specification,NO_DATA,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2286,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,A Level,a-level,Sociology,sociology,7192,verified,2015-ongoing,https://www.aqa.org.uk/subjects/sociology/a-level/sociology-7192/specification,NO_DATA,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,0,1,0,1,0,1,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-26,teaching,enquire,true,1384,NO_DATA,NO_DATA,la-course,none,None — combination is resourced and sourced.
AQA,aqa,AS Level,as-level,Business,business,7131,verified,2023-2026,https://www.aqa.org.uk/subjects/business/as-level/business-7131,https://www.aqa.org.uk/subjects/business/as-level/business-7131/specification/specification-at-a-glance,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,1,0,0,0,0,0,4,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-25,teaching,enquire,true,2936,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
Cambridge,cambridge,IGCSE,igcse,English Literature,english-literature,0475,verified,2026-2026,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-literature-in-english-0475/,https://www.cambridgeinternational.org/Images/697163-2026-syllabus.pdf,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,2,0,0,0,0,0,0,0,0,0,0,2,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-24,teaching,enquire,true,1453,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
